url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.258746+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.472561+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.481937+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-niza-bogota/193947250,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.539770+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193721564,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.852108+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-la-cabana-fontibon-bogota/191985095,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:10.991252+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193773231,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.044516+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.165998+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/192699309,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.336486+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/193862778,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.347695+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193705908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.546645+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193869229,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:11.670312+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.052403+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.357819+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-centro-internacional-bogota/194021288,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.365105+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193121691,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.374276+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-barrios-unidos-bogota/193998943,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.450171+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.568977+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-morato-bogota/193660450,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.637015+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.979246+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santafe-bogota/193426121,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.200.000.000 | $ 1.300.000 | $ 1.000.000 | $ 635.000.000 | $ 1.600.000 | $ 1.900.000 | $ 438.000.000 | $ 13.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-29 06:54:12.997324+00:00
