url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193593700,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.363505+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-batan-bogota/193547442,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.400190+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-alsacia-bogota/193365740,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.413501+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193488235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.446246+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.473930+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.499898+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193620251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:30.514558+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.353055+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.368908+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.405844+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.427777+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.636910+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.665014+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.675172+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 310.000.000 | $ 2.980.000 | $ 881.000.000 | $ 990.000.000 | $ 2.600.000.000 | $ 4.800.000 | $ 4.350.000 | $ 14.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 00:29:31.993112+00:00
