url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193290820,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:11.999572+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/191272525,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.749959+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-engativa-bogota/10548495,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.767141+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-cabana-fontibon-bogota/193246555,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.923472+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.951607+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-galerias-bogota/192492637,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.962984+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193161737,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.072643+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193280609,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.182880+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.293358+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.395394+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-campin-bogota/193225938,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.505827+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-tibabuyes-bogota/193141603,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.739543+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-granada-bogota/193074049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.761710+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-teresa-bogota/193173849,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.781473+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-lujan-bogota/193081709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.791038+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-ciudad-salitre-bogota/193016355,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.805258+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-primero-de-mayo-bogota/193165581,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.811982+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-hayuelos-bogota/193249623,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:15.960202+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193308777,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.101599+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.590621+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.597654+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-boyaca-real-bogota/192546167,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.759270+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/192151742,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.783813+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-villas-de-granada-bogota/192955626,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.790626+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193133819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.834879+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-narvaez-bogota/192906336,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.847799+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:16.900222+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-san-cristobal-norte-bogota/193136663,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:17.391181+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-lago-bogota/192437735,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:17.516628+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:17.523560+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193118723,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:17.532306+00:00
