url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193290820,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:11.999572+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.067854+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.085973+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-sotileza-bogota/193259760,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.312088+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pradera-norte-bogota/193149312,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.346685+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-veraguas-bogota/193120441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.406174+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.871101+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.883943+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193226450,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.943914+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:12.968522+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193250505,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.066891+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-spring-bogota/193238290,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.294628+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bonanza-bogota/193155940,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.341162+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/192531805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.555122+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/192901073,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.767164+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193092147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.848181+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.886907+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.896385+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192671815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.903315+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-retiro-bogota/193156656,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:13.974324+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.055257+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-santa-paula-bogota/193290607,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.264.000.000 | $ 950.000 | $ 2.400.000.000 | $ 2.500.000 | $ 1.460.000.000 | $ 548.250.000 | $ 1.200.000 | $ 739.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-24 12:06:14.711396+00:00
