url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:43.742502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193442339,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:43.787774+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:43.812045+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:43.866127+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:43.982514+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.281530+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.613178+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.621048+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193673175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.647180+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193482149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.687368+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 8.500.000 | $ 230.000.000 | $ 1.750.000 | $ 540.000.000 | $ 650.000.000 | $ 750.000 | $ 800.000.000 | $ 50.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-31 00:41:44.886799+00:00
