url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193323974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:06.873424+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.024105+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.033432+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.090333+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-victorino-bogota/193169010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.097021+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193092274,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.104146+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.111612+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.118871+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-ciudad-salitre-bogota/193016355,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.886417+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.900149+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193238373,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.650.000 | $ 2.000.000.000 | $ 350.000.000 | $ 1.900.000.000 | $ 820.000 | $ 1.350.000 | $ 700.000 | $ 1.450.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-31 12:07:07.951251+00:00
