url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.063335+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.185980+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193253175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.216219+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.372653+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.393747+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:53.560647+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:54.306577+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:54.338975+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:54.399093+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:54.559443+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:54.712102+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-teresa-bogota/193267934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.026931+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.101620+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/192531805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.321214+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10308129,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.485959+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/192089858,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.598257+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-el-chico-bogota/193191158,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.200.000.000 | $ 2.300.000 | $ 900.000.000 | $ 620.000.000 | $ 2.500.000 | $ 950.000.000 | $ 1.300.000 | $ 1.890.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 18:07:55.770324+00:00
