url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.158217+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.171657+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.178115+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.219759+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193820472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.256251+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-siete-de-agosto-bogota/193786898,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.288322+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:36.486772+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193762925,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:37.053614+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:37.071523+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:37.144263+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.113.074.639 | $ 10.500.000 | $ 1.450.000 | $ 39.000.000 | $ 5.800.000 | $ 225.000.000 | $ 1.100.000.000 | $ 790.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-05 18:39:37.153624+00:00
