url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193632149,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:06.587629+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:06.765125+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:06.788336+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:06.939394+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193868364,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:06.990601+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-puente-aranda-bogota/193773231,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.003744+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193814904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.012266+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.019188+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.595570+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-retiro-bogota/193870783,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.602617+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-cantalejo-bogota/193700185,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.680426+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bosa-bogota/193893446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 6.500.000 | $ 5.500.000 | $ 3.700.000 | $ 3.200.000 | $ 305.000.000 | $ 1.550.000 | $ 1.750.000.000 | $ 3.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-04 12:25:07.860633+00:00
