url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colinas-de-suba-bogota/193120422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:28.599303+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:28.776159+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:28.857042+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:28.914622+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:28.976985+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.103063+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.228440+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193358620,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.236274+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.587998+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-uribe-bogota/192294739,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.603416+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/192955369,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 1.800.000 | $ 340.000.000 | $ 770.000 | $ 140.000.000 | $ 350.000.000 | $ 2.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-16 18:12:29.675815+00:00
