url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:26.928546+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.158284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.499868+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.508918+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193614060,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.515789+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.523312+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.558859+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.585745+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alqueria-bogota/193605008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.824854+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.856059+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/10300318,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 950.000 | $ 800.000 | $ 3.000.000.000 | $ 3.500.000 | $ 1.500.000.000 | $ 980.000.000 | $ 3.000.000 | $ 2.500.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 12:21:27.864317+00:00
