url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:55.795494+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:55.953471+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.042635+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.050281+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.064251+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-recuerdo-bogota/193702178,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.121865+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.176993+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.233744+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-portales-del-norte-bogota/193690697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:56.993945+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-ciudad-salitre-bogota/193631069,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:57.106969+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 230.000.000 | $ 3.000.000 | $ 1.750.000 | $ 3.000.000 | $ 3.900.000 | $ 2.800.000 | $ 2.800.000 | $ 3.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-04 18:32:57.117267+00:00
