url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193355456,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.630635+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193323974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.637744+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/192904216,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.729423+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.759182+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193253175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.769457+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193358620,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:48.841516+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.055760+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.167064+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193215920,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.632057+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.640086+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/192741390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.650228+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.659371+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-granada-bogota/193074049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.703768+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193333855,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.830309+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.979267+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193299543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:49.996433+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193281252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.618427+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192949168,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.638040+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.699663+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.746033+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-virrey-bogota/193299764,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.936111+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/192857773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:50.946068+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:51.023359+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:51.032286+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-lindaraja-bogota/192142756,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:51.524180+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 535.000.000 | $ 470.000.000 | $ 220.000.000 | $ 230.000.000 | $ 3.200.000 | $ 1.700.000 | $ 2.600.000 | $ 280.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-11 00:24:51.601579+00:00
