url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.102142+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193406306,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.164384+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.305316+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193377176,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.473637+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-pinos-bogota/193426151,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.485077+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.507578+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193406124,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.552473+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:33.703503+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:34.218733+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193425107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:34.260624+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 780.000.000 | $ 1.200.000.000 | $ 15.000.000 | $ 4.600.000 | $ 1.185.000.000 | $ 510.000.000 | $ 2.200.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-25 00:22:34.267666+00:00
