url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.134130+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.142451+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.150175+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.168205+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alqueria-bogota/193605008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.260487+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.549382+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.590091+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193614060,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:16.596797+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:17.060758+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-lucia-bogota/193533609,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:17.091397+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 290.000.000 | $ 540.000.000 | $ 650.000.000 | $ 1.235.600 | $ 1.800.000.000 | $ 1.400.000.000 | $ 745.000.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 06:37:17.362812+00:00
