url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:46.860897+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/192512754,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:47.925926+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:47.947171+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:47.998496+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bogota-dc-bogota/193406343,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.012674+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.517623+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.527928+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.737977+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.769308+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193409316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.819117+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192745092,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.839010+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193437622,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.900073+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-granada-bogota/193074049,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:48.908686+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.327675+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.334964+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/191955675,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.346330+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193393433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.358588+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.375737+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.574071+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193406127,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.633076+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193436896,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:49.640079+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.155326+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.164878+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-nueva-autopista-bogota/191610334,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.171286+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-nieves-bogota/193112027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.212224+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193146962,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.410559+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-estancia-bogota/193452148,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.417613+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.556913+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.601605+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jose-v-sector-bogota/193414584,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:50.947069+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.205923+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.230212+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-chapinero-bogota/193158327,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.270111+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.278568+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.316363+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-quinta-paredes-bogota/193463441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.415298+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193403863,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.765008+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.772338+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.779203+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-teusaquillo-bogota/192385712,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.814371+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-olaya-bogota/193317390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 168.000.000 | $ 1.100.000 | $ 9.700.000 | $ 300.000.000 | $ 580.000.000 | $ 4.870.000.000 | $ 1.650.000 | $ 699.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-06 12:09:51.889474+00:00
