url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-prado-veraniego-bogota/193573486,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.674372+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.681810+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.692963+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.699760+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193526824,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.753714+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.824862+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460027,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.832450+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:11.943640+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:12.701313+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:12.799047+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:12.855701+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:12.937604+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:12.969016+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:13.080136+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.650.000 | $ 1.200.000 | $ 570.000.000 | $ 970.000.000 | $ 700.000.000 | $ 650.000 | $ 1.600.000 | $ 1.180.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-08 18:26:13.090331+00:00
