url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193659106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.184404+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193691560,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.241598+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.352009+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-veracruz-bogota/193729595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.376371+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.447663+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/193754230,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.558359+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.567118+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:58.573171+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193706766,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.110658+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-gabriel-bogota/193720790,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.184909+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/193422774,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.221490+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.335357+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.349479+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.425026+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.537760+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193588873,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:33:59.572614+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-castellana-bogota/193659043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:34:00.063416+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:34:00.070754+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:34:00.191201+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:34:00.361289+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-las-orquideas-bogota/193454696,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.280.000.000 | $ 1.850.000 | $ 1.100.000.000 | $ 10.000.000 | $ 1.350.000.000 | $ 16.459.400.000 | $ 4.900.000 | $ 490.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-16 00:34:00.406053+00:00
