url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.036381+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.100338+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.109984+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.218005+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.260431+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.359588+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.584312+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.700509+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.786451+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:34.812562+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.550.000 | $ 1.250.000.000 | $ 280.000.000 | $ 515.000.000 | $ 490.000.000 | $ 3.000.000 | $ 7.800.000 | $ 3.900.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-10 18:16:35.200898+00:00
