url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:45.952971+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:45.962586+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.014842+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193631662,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.172952+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.186412+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486539,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.210984+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-bogota/193660266,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.217283+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193697974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.267591+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosques-del-marques-bogota/193617043,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.829951+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193697974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.847392+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.886830+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-cedritos-bogota/193619138,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.300.000.000 | $ 660.000.000 | $ 2.600.000 | $ 1.100.000 | $ 1.800.000.000 | $ 4.000.000 | $ 1.520.000 | $ 4.280.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 00:40:46.982212+00:00
