url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.629067+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193397410,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.740969+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/193397381,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.852811+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colinas-de-suba-bogota/193120422,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.875969+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.895677+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.913432+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:58.964918+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrancas-norte-bogota/193125963,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:59.077086+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acacias-bogota/193207802,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:59.460077+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:59.466728+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/192989807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 780.000.000 | $ 798.000.000 | $ 1.100.000.000 | $ 2.650.000.000 | $ 939.000.000 | $ 915.000.000 | $ 1.050.000.000 | $ 1.400.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-17 12:12:59.487937+00:00
