url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193622088,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:34.777012+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:34.863386+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lagos-de-torca-bogota/193857440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:34.877879+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:34.999214+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.129069+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-ana-bogota/193683957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.139560+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-andes-bogota/193732836,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.168606+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/193708948,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.483705+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.782962+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/5619173,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.790089+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.400.000 | $ 1.650.000 | $ 495.000.000 | $ 1.100.000 | $ 14.000.000 | $ 3.500.000 | $ 3.400.000 | $ 9.600.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-17 18:49:35.960266+00:00
