url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/194051720,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.252946+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193861776,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.337590+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-comercial-portal-80-bogota/194097365,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.479203+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-paula-bogota/192755979,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.491967+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/194097523,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.504093+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-camacho-bogota/193837834,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.517446+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-gratamira-bogota/193942434,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:57.632300+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/194097238,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:58.461392+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lindaraja-bogota/193754421,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:58.621731+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-bogota/194000885,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:58.650055+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193758807,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.100.000 | $ 270.000.000 | $ 3.200.000 | $ 800.000.000 | $ 670.000.000 | $ 2.300.000 | $ 1.300.000 | $ 2.100.000 | Desde $ 472.800.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-11 06:56:58.668496+00:00
