url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:10.317944+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-bogota/193759425,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:11.649454+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:11.761046+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosque-medina-bogota/193502386,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.079898+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.107235+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193463260,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.408062+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-eduardo-santos-bogota/193774787,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.432893+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193711450,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.518444+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193346916,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.543009+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193815640,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.599350+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosques-del-marques-bogota/193796463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.613270+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.709864+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:12.825166+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.211833+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-franca-bogota/193726444,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.348211+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.400867+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.416998+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193622088,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.441154+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.583400+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-niza-bogota/193693715,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.590515+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.637738+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:13.646046+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.304680+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.313823+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/193774764,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.324008+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.344204+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.452020+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-jose-de-bavaria-bogota/193741235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.459110+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/193457805,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.535949+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193674574,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:14.963105+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-niza-bogota/193490544,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.198418+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-niza-bogota/193490544,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.209902+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.251781+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193714553,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.262094+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.269030+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.486951+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193771633,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.510979+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:15.576666+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-las-aguas-bogota/191974102,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:16.105269+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193735084,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:16.142144+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000.000 | $ 930.000.000 | $ 1.230.000.000 | $ 2.980.000.000 | $ 4.300.000.000 | $ 210.000.000 | $ 12.000.000 | $ 340.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-29 18:52:16.191050+00:00
