url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:56.990608+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193323974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.129344+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.261249+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.326382+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193253175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.474777+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193215920,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.573089+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-paloquemao-bogota/193088752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.599993+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/192904216,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.609507+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-boyaca-real-bogota/193333855,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.937272+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:57.956169+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-paloquemao-bogota/193299543,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 2.250.000.000 | $ 238.000.000 | $ 409.000.000 | $ 410.000.000 | $ 1.900.000 | $ 1.199.999 | $ 470.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-10 06:25:58.182443+00:00
