url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-torca-bogota/194119488,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.046317+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-recodo-bogota/194107281,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.156991+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-floresta-bogota/193908257,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.268773+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193949939,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.326884+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-los-monjes-bogota/194140337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.710111+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jose-de-bavaria-bogota/194015964,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.774103+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193956061,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.860146+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-restrepo-bogota/194058122,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:42.891166+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/194190396,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:43.465997+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/194086304,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:43.518685+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/194163018,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.600.000.000 | $ 300.000.000 | $ 12.800.000 | $ 3.000.000 | $ 365.000.000 | $ 4.500.000 | $ 1.400.000.000 | $ 3.100.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 443.000.000 | Desde $ 207.580.000 | Desde $ 276.000.000 | Desde $ 417.500.000 | Desde $ 1.213.000.000 | Desde $ 237.900.000 | Desde $ 224.750.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-01 20:24:43.569859+00:00
