url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:56.915494+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/193486845,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:56.940130+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.103889+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.150540+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.177958+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.215179+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/193691650,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.249702+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-usaquen-bogota/193743731,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.361365+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-sur-occidental-bogota/191995619,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.977278+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193446713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.984634+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:57.991615+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193378595,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.005307+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.105794+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-verbenal-san-antonio-bogota/193042986,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.121595+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193687646,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.288524+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-soledad-bogota/193730788,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.633521+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193592294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.500.000.000 | $ 850.000 | $ 1.711.800.000 | $ 15.000.000 | $ 140.000.000 | $ 5.500.000 | $ 750.000.000 | $ 373.530.200', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-21 13:06:58.938830+00:00
