url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.557877+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.592597+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.624356+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.633593+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.703679+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.742353+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-venecia-bogota/193449006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.798764+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-maranta-iii-sector-bogota/193373064,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:33.816442+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193406957,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:34.497991+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:34.507522+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193281300,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 600.000 | $ 895.000.000 | $ 1.200.000 | $ 7.500.000.000 | $ 540.000.000 | $ 640.000.000 | $ 305.000.000 | $ 680.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-05 00:24:34.598647+00:00
