url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.259371+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-castilla-bogota/193860330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.312716+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.354252+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.362492+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193581337,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.422916+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.430120+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:17.474777+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857762,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.138764+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-central-bogota/193825089,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.289393+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.321353+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.339057+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-quinta-camacho-bogota/193785010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.389782+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jose-de-usaquen-bogota/193765426,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.487697+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.587344+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-bellavista-occidental-bogota/193868668,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:18.611663+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-recuerdo-bogota/193829820,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.300.000.000 | $ 4.200.000 | $ 320.000.000 | $ 620.000.000 | $ 1.590.000 | $ 1.700.000 | $ 1.100.000 | $ 4.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-20 07:20:19.136450+00:00
