url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:36.536059+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:38.837899+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193427433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:38.862584+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-castilla-bogota/193583320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:38.930566+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193526824,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.052331+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.348762+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-emaus-bogota/193507768,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.409162+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-portales-del-norte-bogota/193690697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.459288+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.573149+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193697974,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.580269+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193350926,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.612259+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/7598980,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.650414+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:39.657109+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-galerias-bogota/193256970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.277273+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.322005+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alhambra-bogota/192253651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.410506+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193452934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.449800+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/192980978,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.483065+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.544789+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota/10300318,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.593002+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:40.642532+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-paredes-bogota/193596697,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.246616+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-granja-bogota/193686405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.275179+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.357834+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-primavera-engativa-bogota/193622811,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.364751+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193698815,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.424483+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.441578+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193542241,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.525188+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:41.582825+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:42.099562+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:42.348260+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:42.383988+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 12.500.000 | $ 440.000.000 | $ 5.800.000 | $ 7.995.000 | $ 1.880.000.000 | $ 259.999.999 | $ 13.000.000 | $ 850.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-02 06:39:42.395363+00:00
