url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.778887+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.787209+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.794246+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.815769+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.823231+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.829427+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192750131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:11.841767+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193295823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:12.614681+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:12.770673+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193401861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:12.847847+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193430473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:12.883630+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-barrios-unidos-bogota/193417812,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 480.000.000 | $ 992.000.000 | $ 2.300.000 | $ 2.200.000.000 | $ 2.500.000.000 | $ 105.000.000 | $ 535.500.000 | $ 650.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-28 12:07:12.893869+00:00
