url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.038280+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.045670+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.195478+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.217444+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.314054+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193488235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.326518+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.361969+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193592330,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:23.403123+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193602851,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:24.084750+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:24.095022+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:24.122388+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193580761,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.000.000 | $ 151.620.000 | $ 141.000.000 | $ 290.000.000 | $ 191.000.000 | $ 1.490.000.000 | $ 540.000.000 | $ 2.750.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-13 06:44:24.137903+00:00
