url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.042927+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.114524+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.192547+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193371665,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.248055+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.286864+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193614060,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.335848+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.416754+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:42.582594+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:43.042323+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-tierra-buena-bogota/193593819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:43.124603+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 33.000.000 | $ 5.900.000 | $ 14.000.000 | $ 260.000.000 | $ 2.000.000 | $ 1.400.000.000 | $ 32.500.000 | $ 1.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-14 18:33:43.158440+00:00
