url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193655701,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.013633+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-polo-club-bogota/193708046,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.131098+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.219292+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/192750067,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.292897+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.501400+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-spring-bogota/193749031,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.558929+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-isabel-bogota/193692182,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.632254+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.642515+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193736850,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:30.891742+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193595921,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:31.094799+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.700.000 | $ 2.000.000 | $ 1.650.000 | $ 370.000.000 | $ 695.000.000 | $ 2.800.000 | $ 4.300.000 | $ 9.500.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-19 18:37:31.167281+00:00
