url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.190795+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193447024,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.373590+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193475320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.380720+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.399125+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193482008,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.464251+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.534351+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.545038+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:28.560156+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/193295823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:29.117396+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:29.152851+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-salle-bogota/193290107,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.193.204.340 | $ 2.279.000 | $ 900.000 | $ 1.700.000 | $ 2.390.000 | $ 4.200.000.000 | $ 36.000.000 | $ 430.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-15 06:21:29.264039+00:00
