url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:49.285602+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-zona-occidental-bogota/193476299,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:50.480514+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193174528,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:50.517209+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:50.533774+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-central-bogota/193149492,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:50.619279+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-calleja-bogota/193719294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:50.646299+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193602440,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.238668+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-candelaria-bogota/192750094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.250784+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/193422774,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.317613+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.358710+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.365848+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-galan-bogota/193664562,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.373226+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-norte-bogota/193595317,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.727929+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193481563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:51.735168+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-paredes-bogota/193191106,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.089849+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.140164+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-zona-franca-bogota/193070184,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.417791+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193063091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.474270+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486658,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.492268+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bosque-de-pinos-bogota/193592294,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.536365+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-esmeralda-bogota/193468903,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.550655+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-vergel-bogota/191973892,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:52.792796+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.018497+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.026959+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.035549+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193318968,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.097890+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.216778+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.224286+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193375519,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.358114+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-retiro-bogota/193685296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.371608+00:00
https://www.fincaraiz.com.co//lote-en-arriendo-en-fontibon-bogota/192039075,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.875583+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193446713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.921691+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193714553,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:53.948552+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-viviana-bogota/193505524,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.000973+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-niza-bogota/193490544,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.091027+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/193299473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.236050+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.307121+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486848,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.566914+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.803736+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-soledad-bogota/193717298,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.839200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-carolina-bogota/193365302,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.885229+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-alcala-bogota/193426007,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 4.800.000 | $ 25.000.000 | $ 25.000.000 | $ 280.000.000 | $ 1.000.000 | $ 420.000.000 | $ 130.000.000 | $ 25.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-13 12:43:54.917640+00:00
