url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/194022085,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:45.270098+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-oriental-bogota/193899698,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:45.391877+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-mazuren-bogota/194037516,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:45.488041+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/193836567,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:45.684819+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.039737+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.057260+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.321745+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193998808,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.787151+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193656137,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.812006+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193462547,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.863084+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-teresa-bogota/194060908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 445.000.000 | $ 6.100.000 | $ 980.000.000 | $ 980.000.000 | $ 6.400.000 | $ 2.350.000.000 | $ 230.000.000 | $ 1.000.000 | Desde $ 298.500.000 | Desde $ 485.070.000 | Desde $ 766.100.000 | Desde $ 356.793.206 | Desde $ 670.000.000 | Desde $ 276.500.000 | Desde $ 260.400.000 | Desde $ 801.641.100 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-03 19:23:46.932770+00:00
