url,information,date_time
https://www.fincaraiz.com.co//edificio-en-arriendo-en-santa-ana-oriental-bogota/193555567,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.371898+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/192246598,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.747309+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193660825,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.783524+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.817220+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.823329+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota/193588507,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:06.840713+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:07.031484+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:07.097620+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193551296,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:07.230165+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/193463557,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:07.281647+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-veracruz-bogota/192803397,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 1.350.000.000 | $ 2.800.000 | $ 654.000.000 | $ 8.000.000 | $ 650.000.000 | $ 199.000.000 | $ 198.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-25 12:14:07.477553+00:00
