url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:55.801970+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:55.819492+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:55.825990+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.015635+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.052889+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.065729+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.113095+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.359846+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.693609+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.719284+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.804847+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.829650+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.950035+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:56.976144+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.030361+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193451430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.128427+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.558908+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.606100+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193451004,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.677329+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-fraguita-bogota/193147823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.685675+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.759231+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.897473+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/193041039,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.915251+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193401861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.950.000 | $ 2.000.000.000 | $ 39.926.000.000 | $ 2.200.000 | $ 550.000.000 | $ 1.300.000.000 | $ 3.000.000 | $ 2.800.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 18:14:57.946701+00:00
