url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/192473438,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.462401+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/194122309,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.502200+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bosques-del-marques-bogota/194122278,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.558034+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/192699309,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.622001+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194051185,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.684902+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/194055769,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.700646+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-alto-bogota/194083904,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.719708+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:52.735248+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/194051212,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:53.540795+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192731109,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:53.568728+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-central-bogota/194054823,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 4.000.000 | $ 1.400.000.000 | $ 240.000.000 | $ 265.000.000 | $ 400.000.000 | $ 1.700.000 | $ 1.000.000.000 | $ 1.700.000 | Desde $ 472.800.000 | Desde $ 485.070.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 893.000.000 | Desde $ 250.470.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 5.555.555', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-16 12:27:53.697001+00:00
