url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-fontibon-bogota/193415831,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.477695+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usatama-bogota/193380265,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.499057+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.707535+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.722945+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.732919+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.739726+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192750131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:36.789195+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/192114307,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:37.006177+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-teusaquillo-bogota/193446372,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:37.333366+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193505322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:37.343011+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 3.500.000 | $ 1.350.000 | $ 850.000.000 | $ 170.000.000 | $ 215.000.000 | $ 300.000.000 | $ 2.200.000 | $ 1.250.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-22 18:07:37.404979+00:00
