url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-polo-club-bogota/192846817,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.393259+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.480600+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.490206+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-verbenal-san-antonio-bogota/193306237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.496554+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/192911859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.505934+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.523207+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193218668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.559424+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bonanza-bogota/193155940,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:27.574294+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-largo-bogota/192750159,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:28.213165+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-norte-bogota/192034819,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:28.231372+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193254684,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.800.000 | $ 610.000.000 | $ 2.500.000 | $ 460.000.000 | $ 568.000.000 | $ 219.000.000 | $ 213.000.000 | $ 415.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-01-25 12:07:28.325473+00:00
