url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:11.763323+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:11.780832+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:11.787391+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.001693+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.083275+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.128742+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/192827261,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.135369+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193445985,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.141908+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.637031+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-cabrera-bogota/193607563,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.657919+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.667507+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.746870+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 550.000.000 | $ 620.000.000 | $ 3.000.000 | $ 1.350.000.000 | $ 205.000.000 | $ 230.000.000 | $ 2.800.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-10 06:37:12.791069+00:00
