url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193470079,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.316001+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.642238+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.678693+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mandalay-bogota/193924040,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.691734+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.754497+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.789283+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colon-bogota/193592800,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.906283+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193699189,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:25.913282+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-modelia-bogota/193384788,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.234985+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-puente-aranda-bogota/193719110,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.242451+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-britalia-bogota/193921134,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.376103+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413670,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.384590+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-rafael-uribe-bogota/193858493,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.455885+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-candelaria-bogota/193716943,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.537226+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-cristobal-sur-bogota/193839850,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 15.900.000 | $ 3.100.000 | $ 355.000.000 | $ 1.200.000 | $ 350.000.000 | $ 360.000.000 | $ 880.000.000 | $ 560.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-27 18:25:26.600134+00:00
