url,information,date_time
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-sebastian/192722038,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.242351+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-quinta-camacho-bogota/194021902,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.444139+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-rincon-del-chico-bogota/192439027,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.496112+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-virrey-bogota/194198662,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.545557+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.590222+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193413647,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:10.684682+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-paula-bogota/194233108,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.416533+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/194231974,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.444398+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193438323,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.507377+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-lago-gaitan-bogota/193484799,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.689789+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/10125457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.779687+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-macarena-bogota/194134621,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.813849+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/191869276,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:11.997078+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-la-calleja-bogota/193945501,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:12.022966+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-rincon-del-chico-bogota/194022230,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 305.000.000 | $ 1.800.000 | $ 2.500.000 | $ 2.000.000 | $ 350.000.000 | $ 475.000.000 | $ 1.500.000 | $ 540.000.000 | Desde $ 476.300.000 | Desde $ 327.560.000 | Desde $ 277.523.000 | Desde $ 296.822.732 | Desde $ 323.172.546 | Desde $ 715.440.000 | Desde $ 275.902.200 | Desde $ 631.358.700 | Desde $ 320.685.000 | Desde $ 534.000.000 | Desde $ 571.110.000 | Desde $ 300.000.000 | Desde $ 185.000.000 | Desde $ 136.500.000 | Desde $ 224.750.000 | Desde $ 230.607.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-12 02:44:12.072506+00:00
