url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192588248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:42.904443+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:42.917112+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.079101+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.095891+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.128373+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.137716+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193141540,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.190076+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.275747+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.889645+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-toberin-bogota/193451004,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:43.953499+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193414627,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.068842+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudadela-colsubsidio-bogota/192984181,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.084853+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/192567194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.098342+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.294139+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/193041039,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.300928+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.307855+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-fraguita-bogota/193147823,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.763644+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193068433,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.773307+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.780204+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-garces-navas-bogota/193344708,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.836836+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-siberia-bogota/193116222,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:44.946765+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193385630,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:45.034899+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193401861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:45.058324+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193368840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:45.087827+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-villas-de-granada-bogota/193407588,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:45.605400+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 560.000.000 | $ 1.300.000 | $ 1.100.000 | $ 740.000.000 | $ 3.200.000.000 | $ 8.000.000 | $ 1.590.000.000 | $ 840.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-03 12:10:45.623601+00:00
