url,information,date_time
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-santa-barbara-oriental-bogota/193790819,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.521632+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-igualdad-bogota/193978672,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.605813+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-ciudad-salitre-oriental-bogota/193951706,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.627421+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bogota-dc-bogota/193867856,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.681440+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-teusaquillo-bogota/193834657,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.729011+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/194138866,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.906696+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-montevideo-bogota/194068743,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:26.953011+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-montevideo-bogota/193145777,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:27.105392+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-aeropuerto-el-dorado-bogota/194135316,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:27.830505+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-jimenez-de-quesada-bogota/10236012,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:27.876598+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-quinta-camacho-bogota/193837834,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 12.000.000 | $ 220.000.000 | $ 2.100.000 | $ 280.000.000 | $ 460.000.000 | $ 750.000 | $ 1.800.000.000 | $ 370.000.000 | Desde $ 436.999.000 | Desde $ 333.000.000 | Desde $ 485.070.000 | Desde $ 472.800.000 | Desde $ 226.614.000 | Desde $ 475.000.000 | Desde $ 1.077.071.417 | Desde $ 820.800.000 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-20 18:30:27.904344+00:00
