url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-usaquen-bogota/193678399,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.272770+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-virrey-bogota/193575284,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.503845+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193622041,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.535079+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-mirandela-bogota/193638834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.566549+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/192750243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.583340+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193420807,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.614469+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-salitre-bogota/193693651,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.650572+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrios-unidos-bogota/193486843,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:11.797571+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.135234+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193491072,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.225236+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-prado-pinzon-bogota/193421262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.233743+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.242814+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.254820+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.322836+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191102322,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.419103+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:12.495146+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:13.008665+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 670.000.000 | $ 3.000.000 | $ 3.500.000 | $ 2.000.000 | $ 3.700.000 | $ 450.000.000 | $ 7.350.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-05-10 18:20:13.017730+00:00
