url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-bogota/193124921,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.034796+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.192724+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193984906,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.334602+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.344014+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-los-andes/193779197,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.386669+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.415629+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193443091,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.443306+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-nieves-bogota/193705908,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:37.756057+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193941724,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.010718+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193856294,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.070462+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.128111+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193638884,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.275111+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193758796,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.286079+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.392777+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-alcala-bogota/193862778,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.401723+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193721564,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.438473+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acevedo-tejada-bogota/193967793,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.930143+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-acevedo-tejada-bogota/193967793,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:38.935352+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-niza-bogota/193277613,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:39.012413+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/193148336,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:39.025590+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-teusaquillo-bogota/193148336,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:39.030643+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193656170,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 8.000.000 | $ 4.300.000 | $ 249.000.000 | $ 1.500.000 | $ 524.598.000 | $ 2.000.000 | $ 1.600.000 | $ 130.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-21 13:26:39.120386+00:00
