url,information,date_time
https://www.fincaraiz.com.co//local-en-arriendo-en-chico-norte-bogota/193979023,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:13.824560+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-guaymaral-bogota/193858004,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:13.840310+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193706830,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:13.907158+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193977970,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:14.042288+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-calleja-bogota/193908706,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:14.124421+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193712235,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:14.244911+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/194086621,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:14.362523+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/194089861,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:14.379637+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/194070668,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:15.000542+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/194061136,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:15.055124+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/194088632,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 2.500.000 | $ 15.500.000 | $ 255.000.000 | $ 3.490.000 | $ 3.800.000 | $ 260.000.000 | $ 284.000.000 | $ 605.000.000 | Desde $ 801.641.100 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-09 18:32:15.076609+00:00
