url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:03.907587+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193149472,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:04.219841+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193439592,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:04.433510+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-suba-bogota/193442465,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:04.484367+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:04.985824+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:05.044832+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:05.298197+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:05.885822+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192217506,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:06.056598+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/193436237,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:06.994651+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-milenta-bogota/193001187,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 1.300.000 | $ 260.000.000 | $ 330.000.000 | $ 1.600.000 | $ 290.000.000 | $ 389.000.000 | $ 16.000.000 | $ 445.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-27 00:21:07.266551+00:00
