url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-puente-aranda-bogota/193506520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.524362+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.539791+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-santa-barbara-oriental-bogota/193611572,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.779873+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.786601+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193420316,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.793765+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-americas-central-bogota/193478079,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.928149+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/193363100,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:10.952917+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.451530+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.482289+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-calleja-bogota/193346705,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.502206+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-el-chico-bogota/193378438,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.570588+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.692829+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-bosque-de-pinos-bogota/10769713,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.736820+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-autopista-muzu-bogota/193476071,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.808338+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-la-victoria-bogota/193297384,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:11.815257+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193486847,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:12.414433+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-la-castellana-bogota/193098470,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 850.000.000 | $ 167.000.000 | $ 1.350.000 | $ 850.000.000 | $ 2.100.000 | $ 990.000.000 | $ 630.000.000 | $ 173.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-12 06:33:12.560188+00:00
