url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-morato-bogota/193190693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.783850+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-retiro-bogota/193288590,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.798420+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193347003,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.805002+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sucre-bogota/192750211,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.832988+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-alto-bogota/193241881,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.840842+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-central-bogota/193466991,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.852155+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-venecia-bogota/193449006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.900262+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:45.909115+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-jorge-central-bogota/193503649,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:46.639900+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-centro-internacional-bogota/193293781,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:46.676778+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-santa-ana-bogota/191808973,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 194.000.000 | $ 1.300.000 | $ 750.000 | $ 720.000.000 | $ 580.000.000 | $ 1.400.000.000 | $ 410.000.000 | $ 350.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-03 06:26:46.713386+00:00
