url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-chico-bogota/192212430,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.633808+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-ciudad-quirigua-bogota/193438198,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.700664+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-san-fernando-occidental-bogota/193165852,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.746029+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-chapinero-bogota/193158327,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.828606+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193462834,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.835791+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bogota-dc-bogota/193568586,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:03.968790+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:04.046541+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:04.190386+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-central-bogota/193485893,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:04.535671+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-monjes-bogota/193452880,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:04.772244+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bellavista-occidental-bogota/193550933,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 200.000.000 | $ 300.000.000 | $ 471.000.000 | $ 280.000.000 | $ 3.500.000.000 | $ 980.000.000 | $ 2.300.000 | $ 1.950.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-29 06:25:04.810635+00:00
