url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.148255+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.189840+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.193465+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857213,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.466058+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193844725,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.473194+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193871118,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.476946+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/5619173,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.545857+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:48.578352+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-ricaurte-bogota/193856224,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.029845+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.080484+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-barrios-unidos-bogota/193756497,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.107495+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-gratamira-bogota/193587890,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.112064+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-andes-bogota/193732836,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.186919+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.211754+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.256725+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.369535+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193097402,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.888520+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lisboa-usaquen-bogota/193783140,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.916361+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-rosales-bogota/193870786,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.935539+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:49.986878+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-barrancas-norte-bogota/193571413,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:50.070415+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-guaymaral-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:50.196571+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-quinta-camacho-bogota/193785010,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:50.225703+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193319672,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 237.000.000 | $ 2.540.000.000 | $ 1.450.000 | $ 5.000.000 | $ 20.000.000 | $ 1.300.000 | $ 1.900.000.000 | $ 7.300.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 18:36:50.312235+00:00
