url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193606209,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.271007+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.289001+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nueva-zelandia-bogota/193849621,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.353459+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193576476,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.379942+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-recuerdo-bogota/193829820,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.433732+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-pinar-de-suba-bogota/191477290,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.442088+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193690056,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.518244+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-teusaquillo-bogota/193888475,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:57.627645+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-cedritos-bogota/193544349,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:58.173684+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:58.180784+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-tintal-bogota/193830315,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 60.000.000 | $ 600.000.000 | $ 1.350.000.000 | $ 440.000.000 | $ 4.200.000 | $ 1.800.000 | $ 2.800.000 | $ 650.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-21 00:45:58.187620+00:00
