url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/10637934,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.087547+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/10311902,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.306307+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-mochuelo-norte-bogota/192042606,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.332307+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-barbara-bogota/7997870,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.386883+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-ana-oriental-bogota/191127328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.424626+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-la-castellana-bogota/10175166,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 436.006.000 | Desde $ 750.000.000 | Desde $ 356.793.206 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.548448+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192004310,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.565963+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/191731693,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:03.703028+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-altos-de-bella-suiza-bogota/192360736,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.445583+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-ana-bogota/192310367,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.535995+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/192536354,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.671188+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192888579,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.700203+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/192775968,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.818776+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-reservado-bogota/192783282,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.834498+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-navarra-bogota/191658279,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:04.849967+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-bogota/193544824,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:05.611201+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-suba-bogota/192805366,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:05.858020+00:00
https://www.fincaraiz.com.co//consultorio-en-arriendo-en-chico-navarra-bogota/193314752,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 465.000.000 | $ 4.500.000 | $ 5.300.000 | $ 1.700.000 | $ 2.800.000 | $ 900.000.000 | $ 13.650.000 | $ 1.700.000 | Desde $ 820.800.000 | Desde $ 485.070.000 | Desde $ 893.000.000 | Desde $ 281.000.000 | Desde $ 250.470.000 | Desde $ 750.000.000 | Desde $ 436.006.000 | Desde $ 250.000.000 | Desde $ 247.666.000 | Desde $ 234.110.000 | Desde $ 262.000.000 | Desde $ 277.000.000 | Desde $ 295.000.000 | Desde $ 183.803.003 | Desde $ 248.000.000 | Desde $ 220.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-08-10 12:55:05.877232+00:00
