url,information,date_time
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.418555+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-reservado-bogota/192291972,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.426342+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.498919+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-redil-bogota/193267147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.571588+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.607757+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-bogota/193345853,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.614351+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-barrios-unidos-bogota/193108875,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.621284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-rosales-bogota/193253175,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:55.967150+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:56.250402+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-tierra-buena-bogota/193230441,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:56.270798+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cerros-de-suba-bogota/192648174,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:56.281103+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:56.338382+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/193066062,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 115.000.000 | $ 18.000.000 | $ 397.000.000 | $ 2.000.000 | $ 2.000.000 | $ 345.000.000 | $ 999.000.000 | $ 140.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-02-08 12:07:56.365234+00:00
