url,information,date_time
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/5619173,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:41.677849+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-el-nogal-bogota/193771328,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:41.739959+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-pasadena-bogota/193736900,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:41.816869+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-engativa-bogota/193857213,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:41.931941+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193736856,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:41.939080+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-centro-internacional-bogota/193844725,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.133206+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-andes-bogota/193732836,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.148635+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.454371+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.670904+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/193772840,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.718357+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-barrios-unidos-bogota/193756497,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.728097+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lisboa-usaquen-bogota/193783140,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.734353+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-las-brisas-bogota/193671720,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.740484+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-ricaurte-bogota/193856224,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.807274+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-lagos-de-torca-bogota/193481965,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:42.983864+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-gratamira-bogota/193587890,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.474895+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193482149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.606324+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-los-rosales-bogota/193870786,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.652643+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chapinero-alto-bogota/193319672,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.687741+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-norte-bogota/193468821,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.774501+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-barrancas-norte-bogota/192750248,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.829475+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193428692,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.875476+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-batan-bogota/193735084,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:43.907555+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.478495+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-guaymaral-bogota/193442546,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.485848+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chico-norte-bogota/193390131,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.493044+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-bogota/193706411,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.778541+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/193486658,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.785695+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/191801473,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 640.000.000 | $ 360.000.000 | $ 350.000.000 | $ 380.000.000 | $ 650.000.000 | $ 920.000.000 | $ 580.000.000 | $ 880.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-06-19 07:51:44.792260+00:00
