url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-barrios-unidos-bogota/193894047,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:08.473639+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-san-antonio-norte-bogota/194045081,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:08.871561+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-galerias-bogota/194078572,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:08.923877+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-las-nieves-bogota/192103146,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:09.040719+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-refugio-bogota/193579801,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 207.580.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:10.015301+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-el-refugio-bogota/193401685,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:10.791051+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/10125457,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:10.866647+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-salle-bogota/191869276,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:10.955123+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-prado-veraniego-bogota/194016542,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:11.168375+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-belalcazar-bogota/10176808,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:11.213681+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-chapinero-bogota/193972747,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 240.000.000 | $ 365.000.000 | $ 370.000.000 | $ 680.000.000 | $ 3.000.000 | $ 4.500.000 | $ 4.800.000 | $ 310.000.000 | Desde $ 429.200.000 | Desde $ 499.900.000 | Desde $ 598.300.000 | Desde $ 305.000.000 | Desde $ 443.000.000 | Desde $ 590.000.000 | Desde $ 466.800.000 | Desde $ 276.000.000 | Desde $ 224.750.000 | Desde $ 230.607.000 | Desde $ 262.635.750 | Desde $ 262.635.750 | Desde $ 262.000.000 | Desde $ 247.666.000 | Desde $ 262.000.000 | Desde $ 295.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': []}",2026-09-03 15:39:11.254976+00:00
