url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.382238+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-colina-campestre-bogota/193409625,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.389640+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-chapinero-bogota/193351990,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.429030+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-camacho-bogota/192750262,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.436221+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-bogota/193470251,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.443484+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-la-macarena-bogota/192657270,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.450080+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-boyaca-real-bogota/193585869,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.500958+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-santa-paula-bogota/193282905,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:37.511739+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedro-golf-bogota/193372709,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:38.267530+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/7092019,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:38.277517+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-santa-fe-bogota/192750030,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 5.700.000 | $ 8.500.000 | $ 1.234.400 | $ 2.200.000 | $ 750.000.000 | $ 1.079.325 | $ 2.200.000 | $ 390.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-04-24 12:21:38.307314+00:00
