url,information,date_time
https://www.fincaraiz.com.co//edificio-en-arriendo-en-bella-suiza-bogota/193896797,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.191933+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193815880,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.235631+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/191878773,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.316412+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-san-patricio-bogota/191269207,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.497311+00:00
https://www.fincaraiz.com.co//edificio-en-arriendo-en-chico-reservado-bogota/191996023,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.507227+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/193384446,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.523974+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-andes-norte-bogota/193831167,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:21.636154+00:00
https://www.fincaraiz.com.co//finca-en-arriendo-en-chico-norte-bogota/193956996,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:22.500341+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chapinero-bogota/193986740,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:22.545733+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-las-ferias-bogota/193424704,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:22.555741+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-los-ejidos-bogota/193914141,"{'title': 'El portal inmobiliario #1 de Colombia', 'pricing': '$ 1.800.000.000 | $ 550.000.000 | $ 3.800.000 | $ 3.800.000 | $ 984.000.000 | $ 1.100.000.000 | $ 549.000.000 | $ 155.000.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-07-23 02:12:22.591600+00:00
