url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193496789,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.411750+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.441805+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.475044+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-reservado-bogota/193397415,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.504435+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193528252,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.617694+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ciudad-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.626284+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193523558,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.642641+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:48.706624+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-fontibon-bogota/193017021,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.440507+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-ricaurte-bogota/193410094,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.489238+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-sotileza-bogota/192785814,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.544399+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-bella-suiza-bogota/193388722,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.654748+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-bogota/193476894,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.693931+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-chico-norte-bogota/10924799,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.705480+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-versalles-fontibon-bogota/193487753,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.713423+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193472326,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:49.753701+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-alcazares-norte-bogota/191248514,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.383519+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-modelia-occidental-bogota/193428194,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.392700+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-zona-centro-bogota/193316190,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.401273+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-la-castellana-bogota/193249147,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.408882+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-cedritos-bogota/193459520,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.573103+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-porciuncula-bogota/193524200,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.589802+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-fontibon-bogota/192206859,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:50.739664+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-chico-norte-bogota/193485149,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:51.261893+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-santa-barbara-occidental-bogota/192750095,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:51.323998+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-marsella-bogota/193041039,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:51.482481+00:00
https://www.fincaraiz.com.co//local-en-arriendo-en-olaya-bogota/10510376,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:51.522576+00:00
https://www.fincaraiz.com.co//casa-en-arriendo-en-quinta-paredes-bogota/193291243,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 750.000 | $ 2.900.000 | $ 490.000.000 | $ 2.600.000 | $ 2.200.000 | $ 850.000.000 | $ 2.300.000 | $ 5.100.000', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-19 18:17:51.608027+00:00
