url,information,date_time
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chapinero-central-bogota/193457006,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:30.775447+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-chico-navarra-bogota/193397405,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:30.945038+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-balcones-del-salitre-bogota/193444698,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.017463+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-lagos-de-torca-bogota/192813390,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.130502+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-florida-blanca-bogota/193437464,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.365094+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-nuevo-country-bogota/193460052,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.592647+00:00
https://www.fincaraiz.com.co//apartamento-en-arriendo-en-la-cabrera-bogota/193440186,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.684638+00:00
https://www.fincaraiz.com.co//bodega-en-arriendo-en-montevideo-bogota/193405707,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.759057+00:00
https://www.fincaraiz.com.co//apartaestudio-en-arriendo-en-quinta-paredes-bogota/193284604,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:31.808231+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-usaquen-bogota/10520463,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:32.127930+00:00
https://www.fincaraiz.com.co//oficina-en-arriendo-en-antiguo-country-bogota/193397320,"{'title': 'Lo mejor de buscar es encontrar', 'pricing': '$ 7.700.000 | $ 260.000.000 | $ 110.000.000 | $ 1.410.000.000 | $ 2.700.000 | $ 201.000.000 | $ 2.000.000 | $ 633.999.999', 'bedrooms': None, 'bathrooms': None, 'area': None, 'location': None, 'details': [{'key_0': 'Nuestros filtros te permiten encontrar la propiedad que estás buscando en el menor tiempo posible.'}]}",2026-03-05 00:20:32.135347+00:00
